,పేరు,పుస్తకం,రకం,ప్రచురణ తేది
1743,కుందా భాస్కరరావు,బంతిపువ్వు,కథా సంపుటం,1974-01-01
1744,ఇంద్రగంటి జానకీబాల,అంతరంగ తరంగాలు,కథా సంపుటం,1988-01-01
1745,ఇంద్రగంటి జానకీబాల,అందరం ప్రేక్షకులమే,కథా సంపుటం,1998-01-01
1746,ఇంద్రగంటి జానకీబాల,ఆత్మదృష్టి,కథా సంపుటం,1994-01-01
1747,ఇంద్రగంటి జానకీబాల,కరిగిన హరివిల్లు,కథా సంపుటం,1979-01-01
1748,ఇంద్రగంటి జానకీబాల,జానకీబాల కథలు,కథా సంపుటం,2013-10-01
1749,ఇంద్రగంటి జానకీబాల,నిర్ణయానికి అటూయిటూ,కథా సంపుటం,2010-03-01
1750,ఇంద్రగంటి జానకీబాల,ప్రయోజనం,కథా సంపుటం,1983-04-01
1751,ఇంద్రగంటి జానకీబాల,ప్రేమలేఖ,కథా సంపుటం,1980-05-01
1752,వి వి రమణారావు,రహదారి బంగ్లా,కథా సంపుటం,2004-08-01
1753,అప్పాజీ,తెల్లగులాబి,కథా సంపుటం,1970-01-01
1754,త్రి విజయలక్ష్మి,నెగిటివ్ కథలు,కథా సంపుటం,2009-01-01
1755,ముళ్లపూడి సచ్చిదానందమూర్తి,పనిమనిషి,కథా సంపుటం,1973-01-01
1756,సెట్టి లక్ష్మీనరసింహము,ఉగాది కానుకలు,కథా సంపుటం,2004-01-01
1757,సెట్టి లక్ష్మీనరసింహము,ఉగాది కానుకలు,కథా సంపుటం,1949-02-01
1758,సెట్టి లక్ష్మీనరసింహము,నా వాచి,కథా సంపుటం,1918-01-01
1759,సెట్టి లక్ష్మీనరసింహము,పండుగ కథలు,కథా సంపుటం,1913-01-01
1760,రమణజీవి,వొత్తు థ,కథా సంపుటం,1999-01-01
1761,అడిగోపుల వెంకటరత్నం,పురోగతి అంచున,కథా సంపుటం,1982-01-01
1762,గాజుల వెంకటకృష్ణ,గరుడ స్తంభం,కథా సంపుటం,2005-01-01
1763,గాజుల వెంకటకృష్ణ,చిలకలు వాలిన చెట్టు,కథా సంపుటం,2010-10-01
1764,గాజుల వెంకటకృష్ణ,దేవరగట్టు,కథా సంపుటం,2012-12-01
1765,పి వి శేషారత్నం,అమ్మ కథలు,కథా సంపుటం,2002-06-01
1766,పి వి శేషారత్నం,చివరిపేజీ,కథా సంపుటం,2003-12-01
1767,పి వి శేషారత్నం,పక్షిధర్మం,కథా సంపుటం,2008-09-01
1768,పి వి శేషారత్నం,శక్తి,కథా సంపుటం,2004-01-01
1769,అబ్బూరి వరదరాజేశ్వరరావు,కవనకుతూహలం,ఫీచర్,1989-01-01
1770,మద్దాళి ఉషాగాయత్రి,భారత నారీ వర్ధిల్లు,కథా సంపుటం,1993-03-01
1771,ఎస్ ఎ రావు,గెలుపు(యస్సేరావ్),కథా సంపుటం,2004-01-01
1772,ఎస్ ఎ రావు,మా ఇద్దరి కథ,కథా సంపుటం,2004-01-01
1773,ఆలూరి భుజంగరావు,అరణ్యపర్వం,కథా సంపుటం,1995-01-01
1774,అల్లం రాజయ్య,అతడు,కథా సంపుటం,1995-01-01
1775,అల్లం రాజయ్య,గురువులు,కథా సంపుటం,1996-01-01
1776,అల్లం రాజయ్య,భూమి,కథా సంపుటం,1982-01-01
1777,అల్లం రాజయ్య,సృష్టికర్తలు,కథా సంపుటం,1982-01-01
1778,కిన్నెర రూబెన్,రెక్కలు,కథా సంపుటం,2000-01-01
1779,చెరబండరాజు,చిరంజీవి,కథా సంపుటం,1985-01-01
1780,చెరబండరాజు,సమగ్రసాహిత్యం-3,కథా సంపుటం,2003-01-01
1781,ఆకుండి నారాయణమూర్తి,ఆకుండి నారాయణమూర్తి కథలు,కథా సంపుటం,1986-01-01
1782,ఆకుండి నారాయణమూర్తి,పూర్ణాహుతి,కథా సంపుటం,1970-01-01
1783,ఆకుండి నారాయణమూర్తి,బాబు,కథా సంపుటం,1962-04-01
1784,ఆకుండి నారాయణమూర్తి,వికవికలు,ఫీచర్,1992-01-01
1785,ధేనువకొండ శ్రీరామమూర్తి,ఐలాండ్ విల్లా,కథా సంపుటం,2006-10-01
1786,ధేనువకొండ శ్రీరామమూర్తి,మోహతిమిరం,కథా సంపుటం,2010-07-01
1787,ఎస్ నటరాజన్,రక్త స్పర్శ,కథా సంపుటం,1998-01-01
1788,ఎస్ నటరాజన్,రక్తస్పర్శ,కథా సంపుటం,1956-01-01
1789,ఎస్ నటరాజన్,శారదరచనలు,కదంబం,2002-01-01
1790,వేదుల శకుంతల,పసిడి సంకెళ్లు,కథా సంపుటం,2004-01-01
1791,వేదుల శకుంతల,మనసెప్పుడూ గుప్పెడే,కథా సంపుటం,1990-01-01
1792,పెండ్యాల వెంకట సుబ్రహ్మణ్య శాస్త్రి,నవకథామంజరి,కథా సంపుటం,1943-01-01
1793,వల్లూరి రాఘవరావు,నవతరంగం,ఫీచర్,2003-01-01
1794,కసిరెడ్డి,దయా నీపేరు దయ్యమా,కథా సంపుటం,2003-01-01
1795,పొన్నాడ సత్యప్రకాశరావు,అడవిలో వెన్నెల,కథా సంపుటం,2010-11-01
1796,డి వి వెంకటసుబ్బారావు,పాదాభివందనం,కథా సంపుటం,1994-01-01
1797,డి వి వెంకటసుబ్బారావు,యామినీ విలాసం,కథా సంపుటం,1992-01-01
1798,డి వి వెంకటసుబ్బారావు,సరస్వతీ మహల్,కథా సంపుటం,1991-01-01
1799,కొలనుపాక మురళీధరరావు,అష్టాదశ కథానికలు,కథా సంపుటం,2009-01-01
1800,పి వి సుబ్బారావు,జైహింద్,కథా సంపుటం,1946-11-01
1801,పి వి సుబ్బారావు,దేశద్రోహి,కథా సంపుటం,1942-06-01
1802,పి వి సుబ్బారావు,వడగళ్లు(పి.వి.),కథా సంపుటం,1963-01-01
1803,పన్యాల రంగనాథరావు,ఆద్యంతం,కథా సంపుటం,1968-01-01
1804,పన్యాల రంగనాథరావు,కథాసాగరం 5,కథా సంపుటం,1953-01-01
1805,కొడవటిగంటి కుటుంబరావు,అహింసాప్రయోగం,కథా సంపుటం,1965-01-01
1806,కొడవటిగంటి కుటుంబరావు,కథాసాగరం 1,కథా సంపుటం,1952-04-01
1807,కొడవటిగంటి కుటుంబరావు,కుటుంబరావు సాహిత్యం 1,కథా సంపుటం,1982-01-01
1808,కొడవటిగంటి కుటుంబరావు,కుటుంబరావు సాహిత్యం 2,కథా సంపుటం,1988-01-01
1809,కొడవటిగంటి కుటుంబరావు,కుటుంబరావు సాహిత్యం 3,కథా సంపుటం,1982-01-01
1810,కొడవటిగంటి కుటుంబరావు,కుటుంబరావు సాహిత్యం 4,కథా సంపుటం,1984-01-01
